사용일자,호선명,역명,승차승객수,하차승객수
2022-11-19,3호선,불광,13850,15569
2022-11-19,3호선,녹번,11949,10359
2022-11-19,3호선,홍제,14917,14123
2022-11-19,3호선,무악재,3414,3421
2022-11-19,3호선,독립문,7163,7620
2022-11-19,3호선,경복궁,25869,27141
2022-11-19,3호선,안국,26976,30279
2022-11-19,3호선,종로3가,6980,10329
2022-11-19,3호선,을지로3가,6757,7242
2022-11-19,3호선,충무로,1,0
2022-11-19,3호선,동대입구,10126,12019
2022-11-19,3호선,약수,10165,9628
2022-11-19,3호선,금호,6403,5653
2022-11-19,3호선,옥수,7830,7705
2022-11-19,3호선,압구정,28811,31005
2022-11-19,3호선,신사,26116,27970
2022-11-19,3호선,잠원,4017,3786
2022-11-19,3호선,고속터미널,58131,58076
2022-11-19,3호선,교대,8492,5170
2022-11-19,3호선,남부터미널,25246,25250
2022-11-19,3호선,양재,23316,25457
2022-11-19,3호선,매봉,6895,6662
2022-11-19,3호선,도곡,3822,3855
2022-11-19,3호선,대치,9852,9482
2022-11-19,3호선,학여울,1411,1398
2022-11-19,3호선,대청,6825,6307
2022-11-19,3호선,일원,5984,5759
2022-11-19,3호선,수서,16280,16203
2022-11-19,3호선,가락시장,7347,7000
2022-11-19,3호선,경찰병원,4735,4557
2022-11-19,3호선,오금,4385,4250
2022-11-20,3호선,지축,3204,2970
2022-11-20,3호선,구파발,12690,13528
2022-11-20,3호선,연신내,22332,21032
2022-11-20,3호선,불광,10425,11903
2022-11-20,3호선,녹번,8400,7575
2022-11-20,3호선,홍제,10572,9957
2022-11-20,3호선,무악재,2384,2478
2022-11-20,3호선,독립문,4931,5554
2022-11-20,3호선,경복궁,17933,20623
2022-11-20,3호선,안국,19240,20286
2022-11-20,3호선,종로3가,4610,5814
2022-11-20,3호선,을지로3가,4639,4192
2022-11-20,3호선,충무로,2,0
2022-11-20,3호선,동대입구,13506,13628
2022-11-20,3호선,약수,7841,7547
2022-11-20,3호선,금호,4838,4502
2022-11-20,3호선,옥수,5642,5869
2022-11-20,3호선,압구정,16925,17683
2022-11-20,3호선,신사,14939,15449
2022-11-20,3호선,잠원,2570,2461
2022-11-20,3호선,고속터미널,50145,46328
2022-11-20,3호선,교대,5030,3072
2022-11-20,3호선,남부터미널,17795,18663
2022-11-20,3호선,양재,15944,18041
2022-11-20,3호선,매봉,4627,4641
2022-11-20,3호선,도곡,2434,2409
2022-11-20,3호선,대치,6164,5874
2022-11-20,3호선,학여울,1084,1109
2022-11-20,3호선,대청,4754,4766
2022-11-20,3호선,일원,4085,4132
2022-11-20,3호선,수서,12356,12968
2022-11-20,3호선,가락시장,4423,4622
2022-11-20,3호선,경찰병원,3131,3262
2022-11-20,3호선,오금,3199,3085
2022-11-21,3호선,오금,6999,6254
2022-11-21,3호선,경찰병원,8083,8095
2022-11-21,3호선,가락시장,9532,9445
2022-11-21,3호선,수서,18582,19206
2022-11-21,3호선,일원,11842,11460
2022-11-21,3호선,대청,11466,10569
2022-11-21,3호선,학여울,2093,2072
2022-11-21,3호선,대치,13141,13412
2022-11-21,3호선,도곡,5586,5350
2022-11-21,3호선,매봉,13586,12909
2022-11-21,3호선,양재,39990,43298
2022-11-21,3호선,남부터미널,30115,31195
2022-11-21,3호선,교대,16066,10892
2022-11-21,3호선,고속터미널,42336,40529
2022-11-21,3호선,잠원,5387,5111
2022-11-21,3호선,신사,29633,30642
2022-11-21,3호선,압구정,31330,34014
2022-11-21,3호선,옥수,9236,9639
2022-11-21,3호선,금호,8355,7773
2022-11-21,3호선,약수,13798,13552
2022-11-21,3호선,동대입구,11190,12608
2022-11-21,3호선,을지로3가,11686,11620
2022-11-21,3호선,종로3가,10322,11802
2022-11-21,3호선,안국,25316,25843
2022-11-21,3호선,경복궁,24672,25457
2022-11-21,3호선,독립문,7539,7749
2022-11-21,3호선,무악재,4332,4451
2022-11-21,3호선,홍제,19046,18250
2022-11-21,3호선,녹번,16939,15497
2022-11-21,3호선,불광,16926,18188
2022-11-21,3호선,연신내,37432,35379
2022-11-21,3호선,구파발,22766,21752
2022-11-21,3호선,지축,6569,6394
2022-11-22,3호선,오금,7127,6369
2022-11-22,3호선,경찰병원,8272,8265
2022-11-22,3호선,가락시장,9778,9608
2022-11-22,3호선,수서,18703,19254
2022-11-22,3호선,일원,12108,11749
2022-11-22,3호선,대청,11400,10528
2022-11-22,3호선,학여울,2314,2375
2022-11-22,3호선,대치,13570,13876
2022-11-22,3호선,도곡,5516,5496
2022-11-22,3호선,매봉,14071,13436
2022-11-22,3호선,양재,41867,45094
2022-11-22,3호선,남부터미널,30833,31680
2022-11-22,3호선,교대,17096,11149
2022-11-22,3호선,고속터미널,41673,39531
2022-11-22,3호선,잠원,5319,5053
2022-11-22,3호선,신사,30824,31778
2022-11-22,3호선,압구정,35253,38109
2022-11-22,3호선,옥수,9429,9792
2022-11-22,3호선,금호,8640,8099
2022-11-22,3호선,동대입구,11549,12808
2022-11-22,3호선,을지로3가,11814,11716
2022-11-22,3호선,종로3가,10491,11903
2022-11-22,3호선,안국,25813,27109
2022-11-22,3호선,경복궁,23717,23865
2022-11-22,3호선,독립문,8209,8338
2022-11-22,3호선,무악재,4465,4481
2022-11-22,3호선,홍제,19569,18702
2022-11-22,3호선,녹번,17496,15999
2022-11-22,3호선,불광,17107,18341
2022-11-22,3호선,연신내,37725,35727
2022-11-22,3호선,구파발,22719,21490
2022-11-22,3호선,지축,6653,6514
2022-11-22,3호선,약수,14127,13783
2022-11-23,3호선,오금,7037,6316
2022-11-23,3호선,경찰병원,8340,8393
2022-11-23,3호선,가락시장,9942,9735
2022-11-23,3호선,수서,18986,19133
2022-11-23,3호선,일원,12180,11693
2022-11-23,3호선,대청,11551,10658
2022-11-23,3호선,학여울,2457,2528
2022-11-23,3호선,대치,13064,13411
2022-11-23,3호선,도곡,5682,5720
2022-11-23,3호선,매봉,13976,13456
2022-11-23,3호선,양재,41883,45534
2022-11-23,3호선,남부터미널,31314,32254
2022-11-23,3호선,교대,17291,11318
2022-11-23,3호선,고속터미널,42316,40258
2022-11-23,3호선,잠원,5709,5392
2022-11-23,3호선,신사,30514,31954
2022-11-23,3호선,압구정,34440,37361
2022-11-23,3호선,옥수,9785,10098
2022-11-23,3호선,금호,8772,8048
2022-11-23,3호선,약수,14360,13961
2022-11-23,3호선,동대입구,13012,14588
2022-11-23,3호선,충무로,2,0
2022-11-23,3호선,을지로3가,12331,12102
2022-11-23,3호선,종로3가,10864,12399
2022-11-23,3호선,안국,28043,28784
2022-11-23,3호선,경복궁,26162,27082
2022-11-23,3호선,독립문,7853,8102
2022-11-23,3호선,무악재,4437,4511
2022-11-23,3호선,홍제,19551,18688
2022-11-23,3호선,녹번,17432,15609
2022-11-23,3호선,불광,17341,18704
2022-11-23,3호선,연신내,38264,36256
2022-11-23,3호선,구파발,22980,21999
2022-11-23,3호선,지축,6819,6605
2022-11-24,3호선,지축,6771,6584
2022-11-24,3호선,구파발,23572,22657
2022-11-24,3호선,연신내,38620,36808
2022-11-24,3호선,불광,17669,19139
2022-11-24,3호선,녹번,17574,16101
2022-11-24,3호선,홍제,19891,19324
2022-11-24,3호선,무악재,4680,4797
2022-11-24,3호선,독립문,8442,8688
2022-11-24,3호선,경복궁,28792,28546
2022-11-24,3호선,안국,28352,29162
2022-11-24,3호선,종로3가,10809,12419
2022-11-24,3호선,을지로3가,12314,12041
2022-11-24,3호선,동대입구,12735,14445
2022-11-24,3호선,약수,14552,14178
2022-11-24,3호선,금호,8898,8241
2022-11-24,3호선,옥수,9907,10154
2022-11-24,3호선,압구정,35262,37912
2022-11-24,3호선,신사,31405,32710
2022-11-24,3호선,잠원,5694,5569
2022-11-24,3호선,고속터미널,45488,43496
2022-11-24,3호선,교대,17340,11296
2022-11-24,3호선,남부터미널,32096,32421
2022-11-24,3호선,양재,42866,46401
2022-11-24,3호선,매봉,14220,13612
2022-11-24,3호선,도곡,5792,5930
2022-11-24,3호선,대치,13377,13482
2022-11-24,3호선,학여울,2439,2475
2022-11-24,3호선,대청,11436,10626
2022-11-24,3호선,일원,12230,11739
2022-11-24,3호선,수서,19485,19919
2022-11-24,3호선,가락시장,10181,10088
2022-11-24,3호선,경찰병원,8417,8517
2022-11-24,3호선,오금,7122,6312
2022-11-25,3호선,지축,6801,6473
2022-11-25,3호선,구파발,23377,22081
2022-11-25,3호선,연신내,39243,37352
2022-11-25,3호선,불광,17977,18766
2022-11-25,3호선,녹번,17753,15725
2022-11-25,3호선,홍제,19706,18772
2022-11-25,3호선,무악재,4569,4490
2022-11-25,3호선,독립문,7945,8003
2022-11-25,3호선,경복궁,27234,27704
2022-11-25,3호선,안국,29296,30573
2022-11-25,3호선,종로3가,11050,13690
2022-11-25,3호선,을지로3가,12685,12817
2022-11-25,3호선,충무로,2,0
2022-11-25,3호선,동대입구,10319,11664
2022-11-25,3호선,약수,15044,14486
2022-11-25,3호선,금호,8963,8248
2022-11-25,3호선,옥수,10141,10267
2022-11-25,3호선,압구정,37163,40604
2022-11-25,3호선,신사,33503,35807
2022-11-25,3호선,잠원,5962,5598
2022-11-25,3호선,고속터미널,54422,56710
2022-11-25,3호선,교대,17697,11643
2022-11-25,3호선,남부터미널,35102,35855
2022-11-25,3호선,양재,43740,46331
2022-11-25,3호선,매봉,14051,13529
2022-11-25,3호선,도곡,5769,5969
2022-11-25,3호선,대치,13519,13686
2022-11-25,3호선,학여울,2146,2121
2022-11-25,3호선,대청,11288,10489
2022-11-25,3호선,일원,11934,11225
2022-11-25,3호선,수서,20749,20717
2022-11-25,3호선,가락시장,10295,10358
2022-11-25,3호선,경찰병원,8033,8053
2022-11-25,3호선,오금,7008,6362
2022-11-26,3호선,지축,4588,4340
2022-11-26,3호선,구파발,16872,17143
2022-11-26,3호선,연신내,30875,29413
2022-11-26,3호선,불광,14043,15445
2022-11-26,3호선,녹번,12070,10340
2022-11-26,3호선,홍제,14743,13976
2022-11-26,3호선,무악재,3327,3384
2022-11-26,3호선,독립문,6977,7490
2022-11-26,3호선,경복궁,25219,25693
2022-11-26,3호선,안국,26532,28372
2022-11-26,3호선,종로3가,7076,10186
2022-11-26,3호선,을지로3가,6896,6913
2022-11-26,3호선,동대입구,10356,11976
2022-11-26,3호선,약수,10359,9991
2022-11-26,3호선,금호,6330,5787
2022-11-26,3호선,옥수,7768,7669
2022-11-26,3호선,압구정,28936,30925
2022-11-26,3호선,신사,26806,28414
2022-11-26,3호선,잠원,3962,3734
2022-11-26,3호선,고속터미널,59108,59698
2022-11-26,3호선,교대,8848,5504
2022-11-26,3호선,남부터미널,23993,24342
2022-11-26,3호선,양재,23151,25717
2022-11-26,3호선,매봉,7092,6917
2022-11-26,3호선,도곡,4121,4408
2022-11-26,3호선,대치,9655,8911
2022-11-26,3호선,학여울,1711,1670
2022-11-26,3호선,대청,6842,6206
2022-11-26,3호선,일원,6079,5956
2022-11-26,3호선,수서,16312,16005
2022-11-26,3호선,가락시장,7172,6965
2022-11-26,3호선,경찰병원,4620,4435
2022-11-26,3호선,오금,4076,3913
2022-11-27,3호선,지축,3131,2883
2022-11-27,3호선,구파발,12045,12468
2022-11-27,3호선,연신내,21812,20419
2022-11-27,3호선,불광,10117,11163
2022-11-27,3호선,녹번,7945,7102
2022-11-27,3호선,홍제,10102,9655
2022-11-27,3호선,무악재,2209,2336
2022-11-27,3호선,독립문,4566,5190
2022-11-27,3호선,경복궁,16153,17762
2022-11-27,3호선,안국,16683,18045
2022-11-27,3호선,종로3가,4631,5877
2022-11-27,3호선,을지로3가,4304,3726
2022-11-27,3호선,충무로,1,0
2022-11-27,3호선,동대입구,6377,7648
2022-11-27,3호선,약수,7283,7037
2022-11-27,3호선,금호,4515,4218
2022-11-27,3호선,옥수,5173,5217
2022-11-27,3호선,압구정,16379,17122
2022-11-27,3호선,신사,14849,14756
2022-11-27,3호선,잠원,2365,2277
2022-11-27,3호선,고속터미널,49712,46632
2022-11-27,3호선,교대,5104,3152
2022-11-27,3호선,남부터미널,17000,18255
2022-11-27,3호선,양재,15210,17091
2022-11-27,3호선,매봉,4409,4267
2022-11-27,3호선,도곡,2218,2460
2022-11-27,3호선,대치,5554,5190
2022-11-27,3호선,학여울,1286,1248
2022-11-27,3호선,대청,4474,4441
2022-11-27,3호선,일원,3928,4109
2022-11-27,3호선,수서,11778,12004
2022-11-27,3호선,가락시장,4361,4461
2022-11-27,3호선,경찰병원,2964,3039
2022-11-27,3호선,오금,2944,2899
2022-11-28,3호선,홍제,18352,18160
2022-11-28,3호선,무악재,4235,4466
2022-11-28,3호선,독립문,7195,7267
2022-11-28,3호선,경복궁,23492,23097
2022-11-28,3호선,안국,24553,24175
2022-11-28,3호선,종로3가,10251,11343
2022-11-28,3호선,을지로3가,11872,11205
2022-11-28,3호선,동대입구,10856,11722
2022-11-28,3호선,약수,13392,13175
2022-11-28,3호선,금호,8300,7854
2022-11-28,3호선,옥수,9078,9565
2022-11-28,3호선,압구정,33436,35710
2022-11-28,3호선,신사,29096,29683
2022-11-28,3호선,잠원,5360,5349
2022-11-28,3호선,고속터미널,42534,40796
2022-11-28,3호선,교대,15873,10609
2022-11-28,3호선,남부터미널,29865,30601
2022-11-28,3호선,양재,39817,42801
2022-11-28,3호선,매봉,13687,12801
2022-11-28,3호선,도곡,5693,5618
2022-11-28,3호선,대치,11731,12116
2022-11-28,3호선,학여울,1963,1976
2022-11-28,3호선,대청,11197,10437
2022-11-28,3호선,일원,11769,11454
2022-11-28,3호선,수서,18375,19136
2022-11-28,3호선,가락시장,9544,9397
2022-11-28,3호선,경찰병원,7982,7947
2022-11-28,3호선,오금,6750,6003
2022-11-28,3호선,녹번,16591,15349
2022-11-28,3호선,불광,16243,17430
2022-11-28,3호선,연신내,35808,34092
2022-11-28,3호선,구파발,21954,21011
2022-11-28,3호선,지축,6301,6211
2022-11-29,3호선,오금,7086,6303
2022-11-29,3호선,경찰병원,8095,8022
2022-11-29,3호선,가락시장,9845,9730
2022-11-29,3호선,수서,18674,18995
2022-11-29,3호선,일원,11909,11610
2022-11-29,3호선,대청,11494,10749
2022-11-29,3호선,학여울,2008,2101
2022-11-29,3호선,대치,12042,12354
2022-11-29,3호선,도곡,5492,5590
2022-11-29,3호선,매봉,13913,13179
2022-11-29,3호선,양재,41752,45132
2022-11-29,3호선,남부터미널,30040,30822
2022-11-29,3호선,교대,16548,10865
2022-11-29,3호선,고속터미널,42063,40297
2022-11-29,3호선,잠원,5415,5193
2022-11-29,3호선,신사,30460,31347
2022-11-29,3호선,압구정,34378,37252
2022-11-29,3호선,옥수,9341,9708
2022-11-29,3호선,금호,8641,8101
2022-11-29,3호선,약수,13921,13484
2022-11-29,3호선,동대입구,12018,12948
2022-11-29,3호선,충무로,1,0
2022-11-29,3호선,을지로3가,11963,11907
2022-11-29,3호선,종로3가,10625,12193
2022-11-29,3호선,안국,26237,27093
2022-11-29,3호선,경복궁,23415,23342
2022-11-29,3호선,독립문,7713,7903
2022-11-29,3호선,무악재,4460,4577
2022-11-29,3호선,홍제,19342,18621
2022-11-29,3호선,녹번,17265,15638
2022-11-29,3호선,불광,17248,18410
2022-11-29,3호선,연신내,37447,35673
2022-11-29,3호선,구파발,22628,21734
2022-11-29,3호선,지축,6504,6392
2022-11-30,3호선,오금,6801,6157
2022-11-30,3호선,경찰병원,7922,7753
2022-11-30,3호선,가락시장,9376,9261
2022-11-30,3호선,수서,18034,18249
2022-11-30,3호선,일원,11415,10795
2022-11-30,3호선,대청,10996,10353
2022-11-30,3호선,학여울,1935,2034
2022-11-30,3호선,대치,11073,11125
2022-11-30,3호선,도곡,5394,5578
2022-11-30,3호선,매봉,13157,12769
2022-11-30,3호선,양재,39304,43312
2022-11-30,3호선,남부터미널,27842,30027
2022-11-30,3호선,교대,16285,11522
2022-11-30,3호선,고속터미널,41396,38893
2022-11-30,3호선,잠원,5002,4730
2022-11-30,3호선,신사,28131,29994
2022-11-30,3호선,압구정,31487,35766
2022-11-30,3호선,옥수,8889,9059
2022-11-30,3호선,금호,8192,7437
2022-11-30,3호선,약수,13662,13468
2022-11-30,3호선,동대입구,10809,12003
2022-11-30,3호선,충무로,2,0
2022-11-30,3호선,을지로3가,11737,13340
2022-11-30,3호선,종로3가,10364,12246
2022-11-30,3호선,안국,25407,27521
2022-11-30,3호선,경복궁,24689,25242
2022-11-30,3호선,독립문,7446,7476
2022-11-30,3호선,무악재,4237,4203
2022-11-30,3호선,홍제,18113,16859
2022-11-30,3호선,녹번,16409,13950
2022-11-30,3호선,불광,16343,17456
2022-11-30,3호선,연신내,35851,32960
2022-11-30,3호선,구파발,21469,21496
2022-11-30,3호선,지축,6269,5558
2022-12-01,3호선,오금,6782,6264
2022-12-01,3호선,경찰병원,7905,7847
2022-12-01,3호선,가락시장,9360,9401
2022-12-01,3호선,수서,18349,18607
2022-12-01,3호선,일원,11305,10702
2022-12-01,3호선,대청,11142,10466
2022-12-01,3호선,학여울,2191,2210
2022-12-01,3호선,대치,11466,11903
2022-12-01,3호선,도곡,5734,5745
2022-12-01,3호선,매봉,13338,12988
2022-12-01,3호선,양재,40943,44430
2022-12-01,3호선,남부터미널,30350,30669
2022-12-01,3호선,교대,16229,10828
2022-12-01,3호선,고속터미널,43141,40767
2022-12-01,3호선,잠원,5110,4926
2022-12-01,3호선,신사,28953,30400
2022-12-01,3호선,압구정,32639,35461
2022-12-01,3호선,옥수,8996,9403
2022-12-01,3호선,금호,8314,7741
2022-12-01,3호선,약수,13565,12979
2022-12-01,3호선,동대입구,10907,12015
2022-12-01,3호선,을지로3가,11861,11662
2022-12-01,3호선,종로3가,10278,11658
2022-12-01,3호선,안국,25296,25969
2022-12-01,3호선,경복궁,23575,23384
2022-12-01,3호선,독립문,7143,7097
2022-12-01,3호선,무악재,4183,4294
2022-12-01,3호선,홍제,18317,17437
2022-12-01,3호선,녹번,16466,14863
2022-12-01,3호선,불광,16436,17508
2022-12-01,3호선,연신내,35766,33956
2022-12-01,3호선,구파발,21562,20612
2022-12-01,3호선,지축,6100,5973
2022-12-02,3호선,경찰병원,8351,8269
2022-12-02,3호선,오금,6950,6285
2022-12-02,3호선,가락시장,10413,10290
2022-12-02,3호선,수서,21019,20551
2022-12-02,3호선,일원,11450,10640
2022-12-02,3호선,대청,11577,10803
2022-12-02,3호선,학여울,4461,4674
2022-12-02,3호선,대치,12177,12384
2022-12-02,3호선,도곡,6040,6069
2022-12-02,3호선,매봉,13616,13065
2022-12-02,3호선,양재,43721,45713
2022-12-02,3호선,남부터미널,33930,34023
2022-12-02,3호선,교대,17469,11274
2022-12-02,3호선,고속터미널,54480,55103
2022-12-02,3호선,잠원,5471,5260
2022-12-02,3호선,신사,32341,33816
2022-12-02,3호선,압구정,36301,39345
2022-12-02,3호선,옥수,9683,9792
2022-12-02,3호선,금호,8602,8002
2022-12-02,3호선,약수,14473,13965
2022-12-02,3호선,동대입구,10205,10954
2022-12-02,3호선,을지로3가,12541,12678
2022-12-02,3호선,종로3가,10761,13273
2022-12-02,3호선,안국,27338,27802
2022-12-02,3호선,경복궁,26240,25751
2022-12-02,3호선,독립문,7828,7669
2022-12-02,3호선,무악재,4431,4322
2022-12-02,3호선,홍제,19018,18095
2022-12-02,3호선,녹번,17167,15172
2022-12-02,3호선,불광,17334,18148
2022-12-02,3호선,연신내,37887,36408
2022-12-02,3호선,구파발,22665,21647
2022-12-02,3호선,지축,6550,6352
2022-12-03,3호선,지축,4360,4100
2022-12-03,3호선,구파발,15574,15756
2022-12-03,3호선,연신내,29309,27701
2022-12-03,3호선,불광,13534,15110
2022-12-03,3호선,녹번,11465,9914
2022-12-03,3호선,홍제,14245,13360
2022-12-03,3호선,무악재,3198,3141
2022-12-03,3호선,독립문,5980,6218
2022-12-03,3호선,경복궁,19148,20008
2022-12-03,3호선,안국,21128,23604
2022-12-03,3호선,종로3가,6449,9767
2022-12-03,3호선,을지로3가,6319,6463
2022-12-03,3호선,충무로,3,0
2022-12-03,3호선,동대입구,9005,10161
2022-12-03,3호선,약수,9793,9233
2022-12-03,3호선,금호,6125,5330
2022-12-03,3호선,옥수,7119,7283
2022-12-03,3호선,압구정,27607,30017
2022-12-03,3호선,신사,24948,26438
2022-12-03,3호선,잠원,3624,3486
2022-12-03,3호선,고속터미널,58489,57572
2022-12-03,3호선,교대,8568,5122
2022-12-03,3호선,남부터미널,23859,23470
2022-12-03,3호선,양재,23252,25551
2022-12-03,3호선,매봉,6511,6293
2022-12-03,3호선,도곡,3685,4015
2022-12-03,3호선,대치,8953,8354
2022-12-03,3호선,학여울,4553,4916
2022-12-03,3호선,대청,6479,6124
2022-12-03,3호선,일원,5664,5526
2022-12-03,3호선,수서,16216,15857
2022-12-03,3호선,가락시장,7238,6982
2022-12-03,3호선,경찰병원,4485,4390
2022-12-03,3호선,오금,3987,3750
2022-12-04,3호선,오금,2971,2963
2022-12-04,3호선,경찰병원,3035,3090
2022-12-04,3호선,가락시장,4117,4316
2022-12-04,3호선,수서,11377,11947
2022-12-04,3호선,일원,4026,4131
2022-12-04,3호선,대청,4460,4498
2022-12-04,3호선,학여울,3221,3413
2022-12-04,3호선,대치,5511,5100
2022-12-04,3호선,도곡,2223,2458
2022-12-04,3호선,매봉,4323,4330
2022-12-04,3호선,양재,15160,17103
2022-12-04,3호선,남부터미널,16047,17349
2022-12-04,3호선,교대,4671,2884
2022-12-04,3호선,고속터미널,48488,46063
2022-12-04,3호선,잠원,2258,2151
2022-12-04,3호선,신사,14191,14239
2022-12-04,3호선,압구정,16524,16907
2022-12-04,3호선,옥수,4838,5030
2022-12-04,3호선,금호,4292,4041
2022-12-04,3호선,약수,7182,6943
2022-12-04,3호선,동대입구,5401,6011
2022-12-04,3호선,충무로,1,0
2022-12-04,3호선,을지로3가,4217,3746
2022-12-04,3호선,종로3가,4298,5711
2022-12-04,3호선,안국,14920,15375
2022-12-04,3호선,경복궁,13389,14071
2022-12-04,3호선,독립문,4145,4409
2022-12-04,3호선,무악재,2081,2101
2022-12-04,3호선,홍제,9680,9274
2022-12-04,3호선,녹번,7671,6891
2022-12-04,3호선,불광,9713,10945
2022-12-04,3호선,연신내,20820,19638
2022-12-04,3호선,구파발,11723,12306
2022-12-04,3호선,지축,2970,2743
2022-12-05,3호선,지축,6332,6192
2022-12-05,3호선,구파발,22371,21383
2022-12-05,3호선,연신내,36376,34277
2022-12-05,3호선,불광,16584,17545
2022-12-05,3호선,녹번,16579,15196
2022-12-05,3호선,홍제,18918,18291
2022-12-05,3호선,무악재,4226,4302
2022-12-05,3호선,독립문,7185,7248
2022-12-05,3호선,경복궁,23590,24192
2022-12-05,3호선,안국,24818,25096
2022-12-05,3호선,종로3가,10130,11664
2022-12-05,3호선,을지로3가,11841,11711
2022-12-05,3호선,충무로,1,0
2022-12-05,3호선,동대입구,10550,11734
2022-12-05,3호선,약수,13445,13071
2022-12-05,3호선,금호,8372,7936
2022-12-05,3호선,옥수,8983,9308
2022-12-05,3호선,압구정,33630,36386
2022-12-05,3호선,신사,29031,29835
2022-12-05,3호선,잠원,5168,4967
2022-12-05,3호선,고속터미널,43652,41361
2022-12-05,3호선,교대,16041,10655
2022-12-05,3호선,남부터미널,29873,30853
2022-12-05,3호선,양재,40325,43759
2022-12-05,3호선,매봉,13271,12658
2022-12-05,3호선,도곡,5732,5615
2022-12-05,3호선,대치,11370,11463
2022-12-05,3호선,학여울,1986,1988
2022-12-05,3호선,대청,11010,10363
2022-12-05,3호선,일원,11679,11137
2022-12-05,3호선,수서,18642,19184
2022-12-05,3호선,가락시장,9561,9449
2022-12-05,3호선,경찰병원,8193,8259
2022-12-05,3호선,오금,6898,6131
2022-12-06,3호선,지축,6535,6462
2022-12-06,3호선,구파발,22519,21595
2022-12-06,3호선,연신내,36821,34924
2022-12-06,3호선,불광,17000,18155
2022-12-06,3호선,녹번,16948,15545
2022-12-06,3호선,홍제,19109,18378
2022-12-06,3호선,무악재,4446,4431
2022-12-06,3호선,독립문,7720,7944
2022-12-06,3호선,경복궁,23932,23041
2022-12-06,3호선,안국,25245,25994
2022-12-06,3호선,종로3가,10617,11865
2022-12-06,3호선,을지로3가,12016,12149
2022-12-06,3호선,충무로,2,0
2022-12-06,3호선,동대입구,12026,13363
2022-12-06,3호선,약수,13854,13409
2022-12-06,3호선,금호,8448,7939
2022-12-06,3호선,옥수,9221,9495
2022-12-06,3호선,압구정,35286,37939
2022-12-06,3호선,신사,29728,30789
2022-12-06,3호선,잠원,5530,5145
2022-12-06,3호선,고속터미널,41932,39911
2022-12-06,3호선,교대,16350,10661
2022-12-06,3호선,남부터미널,29946,30682
2022-12-06,3호선,양재,41597,45049
2022-12-06,3호선,매봉,14025,13355
2022-12-06,3호선,도곡,5663,5668
2022-12-06,3호선,대치,11755,11994
2022-12-06,3호선,학여울,2058,2086
2022-12-06,3호선,대청,11406,10696
2022-12-06,3호선,일원,11894,11504
2022-12-06,3호선,수서,18434,19032
2022-12-06,3호선,가락시장,9953,9786
2022-12-06,3호선,경찰병원,8177,8375
2022-12-06,3호선,오금,7059,6287
2022-12-07,3호선,수서,18897,19120
2022-12-07,3호선,지축,6667,6494
2022-12-07,3호선,구파발,23071,22025
2022-12-07,3호선,연신내,38111,36065
2022-12-07,3호선,불광,17458,18667
2022-12-07,3호선,녹번,17254,15492
2022-12-07,3호선,홍제,19725,18854
2022-12-07,3호선,무악재,4513,4558
2022-12-07,3호선,독립문,7868,8183
2022-12-07,3호선,경복궁,25439,25517
2022-12-07,3호선,안국,27071,28080
2022-12-07,3호선,종로3가,10652,12380
2022-12-07,3호선,을지로3가,12315,12262
2022-12-07,3호선,충무로,2,0
2022-12-07,3호선,동대입구,11402,12642
2022-12-07,3호선,약수,14469,13930
2022-12-07,3호선,금호,8760,8137
2022-12-07,3호선,옥수,9624,9779
2022-12-07,3호선,압구정,34991,37862
2022-12-07,3호선,신사,30021,31150
2022-12-07,3호선,잠원,5345,5063
2022-12-07,3호선,고속터미널,43104,40476
2022-12-07,3호선,교대,16917,11027
2022-12-07,3호선,남부터미널,30643,31299
2022-12-07,3호선,양재,42561,46189
2022-12-07,3호선,매봉,13970,13392
2022-12-07,3호선,도곡,5887,6032
2022-12-07,3호선,대치,11682,11951
2022-12-07,3호선,학여울,2149,2190
2022-12-07,3호선,대청,11714,11119
2022-12-07,3호선,일원,12003,11594
2022-12-07,3호선,가락시장,10079,9982
2022-12-07,3호선,경찰병원,8289,8256
2022-12-07,3호선,오금,6898,6221
2022-12-08,3호선,불광,17456,18708
2022-12-08,3호선,오금,6863,6413
2022-12-08,3호선,경찰병원,8250,8441
2022-12-08,3호선,가락시장,10359,10257
2022-12-08,3호선,수서,19478,19947
2022-12-08,3호선,일원,12068,11631
2022-12-08,3호선,대청,11753,10942
2022-12-08,3호선,학여울,2292,2380
2022-12-08,3호선,대치,11661,11851
2022-12-08,3호선,도곡,5941,6049
2022-12-08,3호선,매봉,14243,13808
2022-12-08,3호선,양재,42853,46867
2022-12-08,3호선,남부터미널,31536,32100
2022-12-08,3호선,교대,17664,11497
2022-12-08,3호선,고속터미널,44825,42602
2022-12-08,3호선,잠원,5779,5386
2022-12-08,3호선,신사,31142,32600
2022-12-08,3호선,압구정,35351,38297
2022-12-08,3호선,옥수,9722,10047
2022-12-08,3호선,금호,8804,8236
2022-12-08,3호선,약수,14232,13941
2022-12-08,3호선,동대입구,12824,14194
2022-12-08,3호선,충무로,2,0
2022-12-08,3호선,을지로3가,12402,12438
2022-12-08,3호선,종로3가,10615,12498
2022-12-08,3호선,안국,26594,27650
2022-12-08,3호선,경복궁,25896,26149
2022-12-08,3호선,독립문,8070,8141
2022-12-08,3호선,무악재,4539,4540
2022-12-08,3호선,홍제,19401,18542
2022-12-08,3호선,녹번,17364,15645
